id,sent0,label
4277, Idivett sugunan.. 0:14 kandavar adi like.. #ikka daaa,1
4278, Long live ikka  Long live ettan  Long live Malayalam movie,1
4279, Adipoli   adipoli  adipoli  super,1
4280, Padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru.. Onnu poyinada..,2
4281, Akkanae Kanan Wait Cheyunnavar Like Adichit Poo,3
4282, Pakka mass film...lalettan,1
4283, First Veiwum Likum adikkan Ready Aayi nikkunathu Njan mathram aano🤘,1
4284, ethanoo trailer kandapalla enta ammoo bhodam poyi padam moonjiyaa,2
4285, Ente ethra kali ne kandittundu... Eee odukkathe kali koodii NE onnu kaaanu... Laletttaaaaa,1
4286, Madhuraraaja kandu super adipoli ellarum kaananam,1
4287, Spadikam thott ullata ee amma makan combo,1
4288, Raja tittle ulla mamootty cinemakalellam super aanu 100%,1
4289, adipoli     s,1
4290, Camera man,1
4291, is the #MaduraRaja Official Teaser #Raja🤩#Mammookka #April12Release,0
4292, Polichu laletta lalettan fans like adikko,1
4293, Enta ponna.... laletta. Nigal masalla marana masss,1
4294, Pwoli trailer  BGM vere level  Ithokke kandal mathi ithil ninne manassilakkam box office poorakkadal akum,1
4295, Awesome,1
4296, This looks like... Thrishur pooram.,1
4297, Ee videokk sheesham tovino fan aya arokke und🤚🤚,3
4298, Chunk alla chunk edippanu lalettan like addicho makale,1
4299, Waiting for the big budget movie Marakkar Arabikadalinte Simgham,0
4300, Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama...   Vayasulpade tettate malayalikal parayan  Matethu nadanundu inganoru pretyekata  #Ikka,1
4301, Ikka fans mathramalla ettan fansum undu...Box officeeee Chaavaan thayyaraayikko ...Mamangam,1
4302, Ee Movie 1st Show Kananam Ennu Aagrahikkunna Ethra Per Ind ' Eattan Fans Adi Likes,3
4303, 1st day thanne movie kaanan aagrahikunnavar  like button adich pwolikku,3
4304, Ikka fight lu ottum pinnilottu ninnittillaa...ikka maarakam,1
4305, Lalettane vellan Indian cinimayil arum ellllaaa...,1
4306, Ee sinimayile mandatharam kand pidichavar mass,3
4307, Ithu 100 core klubil kerumennu urappullavar like adilk,1
4308, tamilla daping seithu vidunga da nalla padama irukke,0
4309, MadhuraRaja blockbuster aagan Madhurey hero Vijay Fans ente Aashamsakal....,1
4310, Canadakk pokan irikunavar ivde like adik,3
4311, 10 nil kooduthal trailer kandhavar like adi,3
4312, Ikka yude fitness at this age...vere level,1
4313, Mamukayude bramanda thandavam njan kande.... adipoli,1
4314, Trailer erangan 1 manikoorinu munpae  3k dislike...  Nth tholvikal aano ntho..  kanditu vilayiruthu suhurthukalae.,2
4315, Nalla parungada trending no.2 la thaan iruku,0
4316, Aghu madhurayil ninnum keralathilekk raja varunnath chumma povan alla,3
4317, Vijay annan : ivane eni valaran anuvadich kooda.. Ivanum naad rakshikkan thudangi..,3
4318, renddunda oru venda.,4
4319, ഒടിയൻ polee avilllaa urapppa     lalettaaa pwolich onnum parayanillaa,1
4320, Trailer aaya engane venamEthrem kandapole film kandolan vayya,1
4321, GLOBAL ICON THALAPATHY FANS WISHES MAMOOTHY,0
4322, IDI movie orma vannhavar adi oru like,3
4323, Athoru valiya kadhaya mone...paranju thudanghiya ori paththu nuppathu kollaththe charithram parayendi varum.....uff ejjathi.ikkakatta waiting,1
4324, Enda ponno mass padam i like it mostly,1
4325, LastE one minute romanjification....    ente laletaaaaa....,1
4326, Zayed masood und enn arinj trailer kanan vannavar like cheyyuvo,3
4327, Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification,1
4328, ande ponno kili poi trailer kanditt,1
4329, Oru rekshellaaaaa  thakarppan Pwoliii item,1
4330, vandiyil vanu iragana scene oru reshayam illaa  bgm,1
4331, POWER OF MEGA STAR,0
4332, Ittimani kanaan arokke plan ittu.katta waiting,1
4333, Enth potta trailer aanu... Chumma mass ennu paranjittu karyamilla.... Trailer verum waste. Cinema enkilum nannaya mathiyarunnu,2
4334, Realistic thanne porallo namukk Edakk mass varatte  Tovi,3
4335, Teaser undakkiya manekkedu theerth Poli Vijay level ilott povatirunna matiyarunn,4
4336, Pulimurugante kurachu scene copy adichu nice aayittu,3
4337, Ithaan ikkane megaaastar aakith Ikka uyirrrr,1
4338, Malayala cinemayude charithram mattan deric abraham june 16 ethum,1
4339, Padam polikkum.pakshe bahubali pooloru padavumai compare chayyatheda mandanmaare,4
4340, Engane ulla filims venamm..kooduthal mass onnum venda... Simple but powerfull..,1
4341, Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?,3
4342, SC @yousef.khan  ....add me :),0
4343, KGF nte oru feel kittya poole,4
4344, Appo booking eppalannu start aavane 🤩🤩🤩🤩,1
4345, Climax koodi kaanichirunenkil padathintey review parayarunnuu,3
4346, Dislike adichavanmar kku vere pani onnun ille avvo,3
4347, Lal ettan fans evide adik likeadutha hit loading aann makkale,1
4348, summa athruthilla mammokka...  tamil fan....  ungale romba pudikkum,0
4349, bhai mza aajayega dekh kat great movie,0
4350, Marana  mass  ikkkaaa,1
4351, Christ nagar il padicha piller ivide like adi...,3
4352, All the bst mamukkaby katta lalettan faan,1
4353, #1 karikku kondoyi ketto. Sed,3
4354, Mass Ennu paranjaal patoolla kola mass aanu Lalettan and Prithi,1
4355, Ikkayodu muttan inniyum valaraanund palarum 🥰🥰🥰,1
4356, Waiting... waiting... waiting... waiting.... waiting.... waiting... waiting... waiting...,0
4357, Still trending no. 1 after 4days,0
4358, Ettan anthannu kandallo ettan fans hit like,3
4359, Ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk,1
4360, 50 k likes in 40 minutes,0
4361, Dislike cheytha ellaa poorimakkalkum naduviral namaskaram,2
4362, like  mammmukkka  fans frm  mangalore,3
4363, Sunny chechi ullath kond cinema jayikum,1
4364, Onnil kooduthal like adikunna option undoooo,1
4365, Lalettante margamkali traileril kanan wait cheyyunnavar undo?,3
4366, Unni mukudan fans hit like,3
4367, Trailer Varumbol Loke Adikan Nilkunavar Evide like eduuu,3
4368, Nalla movie aanennu thonunu.....vineeth sreenivasan undallo....,1
4369, trailer ippozhe manassil orupaad thavana kand kazhinjavar like adiche...,3
4370, Mammookyde oru padavum fdfs kndttla.. ith FDFS locked,1
4371, Above 250 cr collection kittum ennullavar ivide come on,1
4372, Brand new Bmw il vannerangum ennu pratheekshichu,3
4373, Ei padamonnu erangikkottay athenu mumbay ningalu thallallay,2
4374, Pulimuruganae polae kidu bgm venamayirunnu.. katta waiting..,1
4375, Urakkam nashtappettu  Ith pinneyum kaanan thonnanu,1
4376, Ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele,2
4377, Promo viedeo engana kanua arelum paaratu pls,3
4378, Ente ee comentinu like illaathathu aarum tharaathathu kondalla  Comment hang aayi nikkunnatha,3
4379, പൊളി ട്രെയ്‌ലർ ലാലേട്ടൻ & പൃഥ്വിരാജ് This deal is with the devil.... Pwoli.... Can't wait....,1
4380, Oru rakshayumilllaaaaa  katta waiting for the movie,1
4381, marana mass Lalettan  From Tamilnadu,1
4382, Aamaye vellathil mukkikkollunna inam.  Hareesh kanaran rocks,1
4383, Good Luck Prithviraj And Lalettaaa Pwlichekkane...,1
4384, ente channel onnu subscribe chayyammo,3
4385, Mamookante scene oo romancham a scene matram njan vindum vindum kanunu,1
4386, Kidukkaaachi trailer machoooo ...  Katta waitingggg,1
4387, Mammukka chumma vann ang kond ppyi,1
4388, Njan kandthan padm but onum koodi kanan thonun.. Ellrkm koodi onum koodi fans show vach poyalocalicut illor evde,1
4389, Sayico aya villian avale pranayicha villlain..,3
4390, Unlike cheyyunnavark ennte ഹാർദ്ദവമായ നടുവിരൽ namaskaaaaaaram,2
4391, Adi kapyare koottamani.....box office chattu....mammooka konnu....,1
4392, Dis like adichaa ellavaarode ettanode vedaaa  murugaaa nee theernadaa,2
4393, Last superman punch pwolich. Ejjathi item mamookka kidukki,1
4394, Makkale ellavarum share cheyyu like Adi namuk thakarkande come fast,3
4395, Kandittum kandittum mathiyavanilladoooo.... Endutta mothal ithu....  Devil rules  Stephen nedumballi rules  Ettan rulesssss 🤩,1
4396, Sawaaaaaari giri...giri... Big fan of Malaiayam Cinema. From Srilanka. Chettan maar Cinema eppothum adi pozi thannaiaya.,1
4397, 81 k views 141 k like🤔🤔🤔,3
4398, Padam kandit vannavar etra Peru und.,3
4399, Eee trailer kanditt dislike adichavan mareyokke sammathikkanam..,2
4400, Alla chettanmare Mammootty mathramano abhinayichathu Unni patti aarum parayunnille,3
4401, Pokiri raja reloaded  Katta waiting  Madurai raja,1
4402, 10 timesil kooduthal kanndavar ivde like adii🤩 RAJA Return,1
4403, DETAILED REVIEW - ENDING EXPLAINED,0
4404, Bahubali level Movie In Malayalam Industry... Congratulations from Tamilnadu,0
4405, HappY Birthday One an Only Mammookkkaaa 🥰,0
4406, ഇത് #Mega star ന്റെ #mega mamangam#,1
4407, MANY MANY MORE HAPPY RETURNS OF THE DAY DEAREST MAMMOOKKAA,0
4408, Adutha kettu manakunu. Anu Sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!,4
4409, Aju vargheesinte police role ishtamayavar like adi,3
4410, Ente athippaara ammachi ikka ithu engottaaaaaaa,3
4411, Theatoril climax maathram kaanichal mathiyallo eny... any ways good trailor,1
4412, Enta ponnoo... oru rakashem illa romanjification kond irikanum vaya nikkanum vaya,1
4413, Kanan pona pooram ini paranju ariyikano,1
4414, Madhurarajakkum oru trailer undu,2
4415, Raja Sollarthan Seivan,0
4416, lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam,1
4417, WAITING FOR THE NEXT BLOCKBUSTER .........,0
4418, Katta waiting..anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you...,1
4419, Tamil mohanlal fans hit like here.,0
4420, Verum olla padam 10 paiseke kollulla,2
4421, Guest appearenceil enkilm rajuettan ondaya matiyarnu,3
4422, Youtube hang aayi 17 k viewsm 108k likesmraja effect,3
4423, Oru raksha illa  adipoli trailer,1
4424, Poli tovi Chetta oru rakshayum illa marana mass,1
4425, Lastile superman punch oru rakshayumilla...love u ikka..,1
4426, Rajuvettan full family aayittaanallo onathinu  Lad l mallika sukumaran naayakante amma,3
4427, Kalki fans show kannunavar like adichotovino,3
4428, Lalettan fans undo?? Undengil oru like please,3
4429, Realistic padam kandu maduthu eni korachu mass aakam,4
4430, Ithoke ikkane kondallathe aare komdu pettum,1
4431, Padchone ithippo rajayude koode ano irngunnad Pani palum pole thonnunnu,4
4432, Average trailer...tiyaan pole akandu iruna mathiyarno....too many dialogues..,2
4433, oru shortfilm aanu pattumenkil onn kaanuka,3
4434, dislike adicha premukhan markku nanni . asooya,2
4435, I am waiting katta mass padam Muttila arum,0
4436, suspense vende enallale Oru gumm ullu enna aa dilaog um aayi Oru sadrishyam,3
4437, Like Like    Like Like   Like Like Like Like  Like,0
4438, Katta waitinggg marana masss idhaaan makkale heroism🤩🤩🤩,1
4439, Eattante pooram kazhinjaal...ikkayude kodiyett... Lalettanum mammookkaykkum pakaram vekkaaan aaarumillaaaa....,1
4440, lalettan maranamass ... rajuvettan claass dirctn... THEATER POORAPARAMBU AKAN INI ENTH VENAM,1
4441, Mammuka fans hit like Mammukayude meyvazhakam haters kaanan pokunnathe ulu,1
4442, Karthik subbaraj gave us the old rajani Prithviraj is gonna give us the vintage lalettan.  Romanjam enoke parana. Fuckkkk!!!!,3
4443, Super hit aaavatte ....  Frm a lalettan fan,1
4444, Ithoru nalla trailer aanenn aarum parayum ennitum dislike sammathikkanam... Mass +class,1
4445, Paat pole alla mone..... Ith polikkum,1
4446, superman punch is superb,1
4447, Vellimoonga pole oru padam aanen thonunn.... polikkum,1
4448, Repeat mode on..... Romanjification ...ettan pakka mass,1
4449, Iyal malathile super staralla indiakarude muzhuvan stara,1
4450, Full PIRATES OF CARIBIEN Visuals aanallo,4
4451, Last one punch superman punch  madura raja special,1
4452, Ellavarum marakkuna oraal... Murali Gopy. .. ... Kadhayum thirakadhayumillathe enth padam..,4
4453, Derik abraham vannu pwolii...bgm adaar item!!,1
4454, Model schoolil padichavark like adikanhulla comment 🤙,3
4455, Ivide nammal kandath oru 68kaarante poondu vilayaattam .....uffff....vere level,1
4456, Trailer Valare ishtai,1
4457, Ikka and unni mukundan - nalla combo,1
4458, Brothers Daykkum Ittimanikkum Ore Pole Wait Cheyyuvnnavar Like,3
4459, Ee dislike addikunnvarode .....onnum paryaanilla.....naldukandal aghikarikaan padikk,2
4460, Ittichante vaka oru sample hitum koodi,1
4461, Ayyo innale undayirunna like kuranjallo .auto fake like youtub remove cheythennu thonunnu,3
4462, Massuman manssuman enn prnjatt ethil mass evdre,4
4463, Tovino Die Hard Telugu Fans,0
4464, Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailler,1
4465, Trailer kanditt pokathe like button adichitt pokane,3
4466, Pulimurukan orma vannu ithu bb aakum sure,1
4467, Nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa,1
4468, Jayasuryakum mass movie chakochan ennavo inji,1
4469, History of Mammukka   kattawaiting and support love u Mammukka,1
4470, Njn ikka fana pakshe njagalude Ella support um ondakum,1
4471, valiya Kuzhapam ila baki screen il,4
4472, ikkkayuda padayalikalk like adikkan ulla noolu,1
4473, Onnill kooduthall thavana kandavar like adi..,3
4474, Njan mammootty fana but lalettan e onam thootuvarum polikkum,1
4475, Amala paul  nte Aadai cinemayum aayi saamyam thoniyavar undo?,4
4476, Bhai movices ka links share karo yaar places guys,0
4477, Ith orumathiri padam akum allenki kando,4
4478, Prithviraj Sukumaran,1
4479, Nettoran as Congress guy. 🤐.. kadha manasilayi .. linen taking place of gadhi ....,3
4480, uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(,1
4481, 2/5/2019_ samayam : 7:24pm aarokke kaanunnu trailer..,3
4482, Kolakolli enoke paranjaa ithaanu.. Repeat mode ini on thanne aayirikkum...,1
4483, Mass Marana Mass  Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting,1
4484, Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗,1
4485, Trailer kandu raja polichu oru rakshayum illa,1
4486, Ellavareyum Vedi vekkunnathum rakshikkunnathum mammootty sir aayirilkkumallo..,3
4487, Ikkada adutha 100kodi ikka marana Mass,1
4488, Pwolichu lalettaaaaaaa engalu mass anu,1
4489, Pala padangalude trailer orumich kndapole oru thonnal,4
4490, Njan lalettan fan aah annal madhurajakk vendi waiting aah,1
4491, Release nu shesham trailer kandavar like adikk. Enthokke aarnu....,3
4492, Double roll undo...   ennoru thonnal,3
4493, Dileep fans hit like for mammookka,3
4494, Rajappanod pokan para....njangalkku njangade stephen chettan undallo,3
4495, Fight illatha lalettande aadya padam .,3
4496, Behenchood kutey saleey illuminati kay 2 takey kay kutey....Lanat iblees par Lanat Lucifer per,0
4497, Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?,3
4498, Iyyalkke rest cheyyanulla time aayilla.. kanda oola padagalilellam abinayiche vila poi paavam..,2
4499, Sir Telugu lo daping chesi riliez cheyyandi,0
4500, Enna kidu bgm ahnu ikka,1
4501, Dislike adicha guhanolikalkk...നടു വിരൽ നമസ്കാരം,2
4502, Scripwriter Harikrishnan: Mass Director VAShrikumarMenon: Pakkamass Lalettan: Maranamass🤩,1
4503, Adipoli mass superb kidu mammootty polich ____mass aayitund trailer pakka poli,1
4504, Trailer nalla iruku but onnum purila.. kerla green,0
4505, Happy birthday EKKA MEGA  FACE OF INDIAN CINEMA  ONE AND ONLY  MAMMOOTTY,0
4506, Asooya paadilla. Abrahaminte Santhathikale ivde kandillallo?  Thallu aanenkilum ithupolonnu ethikk. Ennit ivde vaa :,2
4507, Trading no 1 . Ikka,0
4508, Ettavum kooduthal like kittiya comment akkanam ithu,3
4509, Ayee....orumathiri oru Tamil kathii padam pole indu.....,1
4510, Ningal kaynhe ullu vere oru nadan,3
4511, Kali benda mwone ikka mess aane,3
4512, Poli annu kidu annu mass annu pine,1
4513, Evante illuminati theernilleyy deivangaleeyy sukumaran saruu kanandaa...thinnu kalayum nine..,2
4514, Kanditte ishttayillel cash ennode chothicho. Laletta still love uuuuuuuuuuuuuuuu. Prithvi thakz .......,1
4515, Pwliii...mass ith pwlikkum raja ennum raja thaaan..,1
4516, Fastest 100k trailer laletta ingal poli,1
4517, Theatril cinema kanditu vannu kanunavar like adichitu pokuka,3
4518, Njan oru ikka fan aanu # but eatta powlichu  vere level# katta waiting    Oru palakkadkaran,1
4519, Promo kand ivide vannavar okke like adikk,3
4520, Poraaaa.. Luciferne tholpikkan ulla mass onnum illaaa..,2
4521, Sohan sinu lal undallooo  Appo eee padavum......,3
4522, Feels like ‘UnniMukundan is the Hero’,0
4523, Nalla oru movie aakatte ith Enthina veruthe highp koottunne,4
4524, Etinte camera man super Annu big salute,1
4525, mohanlalinte mikka movies kanunnathine  kattiyum nallathu athinte trailer kanunnathanu  anu,4
4526, Onnil kooduthal thavana ee trailer kanda mahanmar undengil adi monne like....njan ulpede,3
4527, Njn oru ettan fan ahnu.trailer pwolichuttoo ikka superr abhrahm pwolikm,1
4528, Lattente dilog eshattam ullavar like here,3
4529, mammootty anna telugu ārādhakar iviṭe iṣṭappeṭunnu,1
4530, Thudakkam kandittu Jo Jeeta Wohi zikandar  Orma vannavarundo? Amir nte Modal School,3
4531, Padam kanditt vannu trailer kaanane ethra perundu..?,3
4532, Oru mass padam....... congrats Murali Gopi and prithviraj.... you guys didn’t disappoint us.,1
4533, Yedaaa Mamooty mayirae....'Lucifer' Mass'u ninaku orukilum kittaadhu thendi..,2
4534, Lucifer yenna filim kandu. Athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam,4
4535, PRITHVI & TOVINO 🤩Ishtam            LALETTAN  allah... parayanundo Peruthishtam......,1
4536, movie kandid veedum trailer kanunnavar undo,3
4537, happy birthday to my idol mamookka! luv u ikka,0
4538, Kalakkan movie..... Fight & background music... Okke Vera level......,1
4539, Njaan ithuvare malayala സിനിമയിൽ ഇങ്ങനെ oru trailer kandittilla,1
4540, Kandu njan kandu sunny chechiye njan kandu,1
4541, Kuttan pillayude sivarathri ormavannar LIKE Adi,3
4542, Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.,1
4543, LOTS OF SUPPORT FROM VIJAY FANS,0
4544, YouTube vare hang aaki ikkede piller,1
4545, entammo english trailer kaanunna feel.. ith polikkum,1
4546, Oru rekshamilla makkalee...... Varunnath oru onnonnara varava..  This deal is with a Devil,1
4547, 1min 33sec scene il Prithviraj Alle athu 🤔,3
4548, Sudeep all the best. Trailer kalakki machanea apo padam powlikkum.,1
4549, Dislike tarunavanmarku enthe naduviral  namaskaram,2
4550, ikkaaa vere leval anuu ....  i m waitingg for madhura raja,1
4551, Just waiting lalettattan mass. Kolakolli item,1
4552, Prithvirajinte character poster kanditt ... Trailer onnode kaanan vannavar undoo??,3
4553, Gambeeeeeeeeeeram.,1
4554, E negative commentsitta  ella oolakalkum kadutha asooya matram...athinithuvare marunnu kandupidichittilla,2
4555, Ith polikkum,1
4556, Njan itrayum oru cinemayude trilarin vendi kaathirunnittilla,1
4557, Ettan fan aanu  Mamankathinayi katta waiting,1
4558, MAnju variyar ullathu kondu oru pedi pottumop,4
4559, 100cr clubil kerunathinte report kathirikunavar addi like,3
4560, Lucifer na pola marana masss avatte ennu aashamsikkunnu by an ettan fan,1
4561, Eppol time 5:50am 2000 view koodi kittiyalll 2million aakum....enthoru pookku...ithu Ella recordum pottikkum,1
4562, headset vechu kandunokk oru onnantharam kidilolski,1
4563, Pirates of the careebian kandavarkku othu koodaanolla nool,3
4564, Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....,1
4565, Ittymani fansin pokunnavar ivde like chey,3
4566, Madhura raja vijayikum ennullavar like adi,3
4567, Trailer Releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram.... Chettakale,2
4568, 1:01 raju ettan as zyed masood,3
4569, unlike adicha ella oolakalum ivide thanne kaananam tta,2
4570, oru nimishathekk  bigbossine oormavannathu enikku maathramaano?,3
4571, Dislike adicha oolakal odikooo.... Heavy trailer!!,4
4572, Lalettante Aniyan aayit Prithviraj thanne aano ennoru doubt 🤔,3
4573, Nte ammo oru rakshayum illa pwoli,1
4574, Oru rakshem illa  Marana Mass,1
4575, Njangalude muthanu  ingalu laletta..... Lub u Etta......,1
4576, Eppozhum views koodunno ennariyan vendi varunnavar undo,3
4577, 1 il kuduthal kandavar like hear,3
4578, Age in reverse gear.. Ennu parayunnath verthe alla ikkaa..,1
4579, Kochi polee tirssur gundakaludee place aakuoo cinemakarrr.....trailer kollam...,1
4580, 5 million ayo Ne nokkan vannavar Ethra Paru Nde,3
4581, Madhura raja vs lucifer  WAR in kerala,0
4582, I'm proud to be I'm a prithviraj fan. I'm from tamilnadu ne va thala,0
4583, Ith 100 kodi adikum enn urapuulavar like,3
4584, lalettante lucifer tailor ishtayavar ivide like adiìiiiiiiiiiiii,3
4585, nenchinakathu nammude lalettan aneee,1
4586, Unbelievable.. its Awsm .. laletta .. direction Rajuvetta,1
4587, Ippazhum ith kanunavar ivde like adi,3
4588, Super star aakan pattiya aaal.  Tovi the mass,1
4589, Movie katta waiting lalettan fans ee video koodi onn like chey tamil nadu koodi ariyatte  Link:,3
4590, Trendingil 27   Evide ikka fans Come on fans,3
4591, Ithu kandattuu peruchazhy ormavarunnu... Athupolle avathirunna mathiiiyeee,4
4592, Sathykatha anthannu vacha kandittu angottu mathivarunnilla,1
4593, റിയൽ viewrs till 1.8 ano ഇപ്പൊ????,3
4594, 2017 = puli murugan 2018 = kochunni 2019 = mamangam,3
4595, Kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam.. ettante varavine bhayakunnavarde ennam koodunu..,2
4596, hooo koritharipp romaanjam ulpullakam entammo adaar trailer,1
4597, Let's vote   LUCIFER - like  MADHURA RAJA - Comment,3
4598, Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best,1
4599, avasaanam ODIYANDE oru  honest review kandu. Cheytha chettanmaarkku naani :),3
4600, All d best from d BOSS darshan fans from karnataka,0
4601, Tovino macha ningalude time anu... adi thimarkku... bai... cutta support,1
4602, Mamangam trailer kandittu ivde vannavarku like adikanulla comment,3
4603, Oru like enikkum tharuo.....ikka uyir.love u ikka,1
4604, Nadaka dialogue pole undallo avasanam filmum nadakamakumo.,2
4605, Trissur pooram mathramalla nalla  terror gundayisom ulla naadanu trissur ennu arkelum ariyo?,3
4606, Dislikes adikan vendi mathram koree naarikal... Adiyeda adi... Ninneyokke thookki adikkaa tta,2
4607, 10 million aayyonn nokkan vannavar indo,1
4608, Odiyan Release inte Ann harthal vechekunavan marude muhath nokki onnu kodukan thonniyavar Like Adi,3
4609, Allah ath nammade bilal ikka alle,3
4610, Ikka muthaanuuu...luv uuubut rajuetta ningale miss cheyyunnu,1
4611, Prithviraj undonnu nokkaan veendum vanna njn..,3
4612, Sunny leon undo enna poyi kananam,1
4613, Vegam 6 mani ayal mathiyayirunnu .katta waiting lalettaaaaa,1
4614, Dislike adikkan vendi Kure Peru keranindalla,2
4615, Marana waiting masssss,0
4616, Laletta ingane wait cheypichu kollalle...vegam vaa ingadu,1
4617, Support from ettan fan.... Ikka mwth aanu ....,1
4618, Edakida  etra million ayi enna nokan varunavar onnu like,3
4619, Ith pwolikumenn urapulla ikka fans like adi,3
4620, History  of Mamangam in Malayalam,0
4621, Ente ponnu ettaaa ningalu njngale romancham varuthichu kollum,1
4622, Unlike cheyyunavarde annakkil adich kodukana item,4
4623, LAST DRUM SET KOND KIDU AKKI,1
4624, kand kili poyavar adi like what a editing,1
4625, Enta ikka........ningal njangale ingana vismayippikkalle  ...,1
4626, Namude swantham mammookkayk lalettan fansinte vaka asamsakal..mamangam nalloru thirich varav sammanikatte.. trailer kidukiyitund,1
4627, Ikkayude mass perfoamnce kaanan Kothichu Etra naalayi..Waiting april 12..Raja,1
4628, Assassins creed game um undo cinema ill,3
4629, It’s amazing vere onnum parayan illa,1
4630, Helen aa freezerill kudungan karanam avlode onn allenn chodikkan paranjittutakum alle,3
4631, Dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam,2
4632, Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam,4
4633, njaan ippo oru  83 thavana kandu,1
4634, Pakka poli Nigal entha manasilakiknath keraliyar k buthiyillalae thani thedrit pakka fillm Thani poli film,1
4635, Sohan seenulal ne kandathode mood poyi,2
4636, Oru kgf kanda feel......🤩🤩🤩🤩🤩🤩🤩🤩🤩tovi machaan verey level aah........,1
4637, Ikka is back with a bang.... anybody?,0
4638, Raju ettan nde films il kaanan pettuna athe cinematography eee trailer il kaanan sathikunnu....,1
4639, Ith kandit engana dislike cheyyan thonnane? Sambhavam kidu aait undallo,2
4640, 5 million views aavum ennu urappullavar like,3
4641, Super trailor katta ikka fanaya എനിക്ക് വരെ romanjification,1
4642, Jeyettan massa  kola mass  ennelum onnu kananm nnud,1
4643, Enthokke paranjalum mamookaye vellan aarum illa. Eni aarum varukayumilla...if u agree like.. allenkil karanam comment cheyy...,3
4644, 24k dis like adichavar ithrayum mandanmaro,2
4645, Jeevithavumaayi bandapett kidakkunna movie aayathu kond trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath,1
4646, ikka oru rakshayum illa ajathi item,1
4647, Woah!!kidu TrailerMammukkaaThis Eid z awesome,1
4648, Ufff aaa.. Avasaanatha ekkauda aaaa kuthhill thanne unde ellaa.... Power figuresum,1
4649, 16 k view 48 k like  appo youTube veendum hang aaayalle...,3
4650, Enteeee moooone kidu kidu last aah adi kandappoo killi poi angna poyavarkk lik adikaaanulla sthalam,1
4651, Ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome,1
4652, Laletta va da namku oru kai nokam,3
4653, Maduraraja 4hrs 96likes & 9k comments....Lucifer 2hrs 189likes & 12k comments...ettanodum pillerodum muttan varrale...mohanlalwood,2
4654, Dq fans unde like adichtt poney,3
4655, Thugs of hindhustan film aahn marakar enn paranj kanikkunnath,2
4656, Sambhasham ..entho oru kuzhappam polae ...padam poliyum ennu enikku thonunnu,2
4657, njan nookumbol 17k views and 113k likes  Ikkade pillerude power like adikk. . . . (edited because of the increasing of likes),3
4658, Dislikes kandappo kurachu vishanam thonni... Ennal comments vayichappol athu mari... Kure nalukalkkku shesham kanda ettum mikacha trailer......,1
4659, Ee trailer Anu ippo most comments olla Malayalam trailer,1
4660, Murali Gopi script oru bhayam...🤔munp cheyta padanglellam....,4
4661, 0:40 scene cinimayil Indo kanda orma illya,3
4662, Ikka guest rolla njn kandu film,3
4663, Kidu trailar....lalettan king of Indian cinima..,1
4664, Rajave.  idhu nammal polikum ...inga avide ninno,1
4665, Kolamass alla Marana mass alla adhukkumeleya nummedae ikka  Ikka ki jayyi,1
4666, Koothara trailer telugu padam pole und,2
4667, Mamookka was big salute for Lakshdweep,0
4668, MAjajajJAjJajajJA scene... neee superstarrrr anu!  - Timothy,3
4669, Kidu bgm Mamookka yude mukam kanathadil sangadam und,4
4670, Ithine ale teaser en vilikunne? enthayalum kidukki,1
4671, Views 17k.. likes 100k .. itenda ingne?,3
4672, Theriyumlaa raja solruthu dhaa seyva seyyaradu mattum dha Silva,0
4673, Ellaaa divasavum kaaannunnavarund avar like ady,3
4674, Super mass   I like,0
4675, Njan ee cinema 28th kaanum.Kanunnavar like adi,3
